Year,Value,UNIT_MEASURE,SERIES
2013.0,0.3,На 100.000 становника,Распрострањеност површинског антигена хепатитиса Б (HBsAg)
2014.0,0.8,На 100.000 становника,Распрострањеност површинског антигена хепатитиса Б (HBsAg)
2015.0,0.6,На 100.000 становника,Распрострањеност површинског антигена хепатитиса Б (HBsAg)
2016.0,0.2,На 100.000 становника,Распрострањеност површинског антигена хепатитиса Б (HBsAg)
2017.0,0.8,На 100.000 становника,Распрострањеност површинског антигена хепатитиса Б (HBsAg)
2018.0,0.9,На 100.000 становника,Распрострањеност површинског антигена хепатитиса Б (HBsAg)
2019.0,0.7,На 100.000 становника,Распрострањеност површинског антигена хепатитиса Б (HBsAg)
2020.0,0.8,На 100.000 становника,Распрострањеност површинског антигена хепатитиса Б (HBsAg)
2021.0,0.4,На 100.000 становника,Распрострањеност површинског антигена хепатитиса Б (HBsAg)
2022.0,0.4,На 100.000 становника,Распрострањеност површинског антигена хепатитиса Б (HBsAg)
,,,
