Year,SERIES,UNIT_MEASURE,Value
2004.0,Udio ljudi koji žive ispod 50 posto srednje vrijednosti prihoda,Procenat,11.3
2007.0,Udio ljudi koji žive ispod 50 posto srednje vrijednosti prihoda,Procenat,9.9
2011.0,Udio ljudi koji žive ispod 50 posto srednje vrijednosti prihoda,Procenat,10.0
2015.0,Udio ljudi koji žive ispod 50 posto srednje vrijednosti prihoda,Procenat,9.8
2004.0,Udio ljudi koji žive ispod 60 posto srednje vrijednosti prihoda,Procenat,18.3
2007.0,Udio ljudi koji žive ispod 60 posto srednje vrijednosti prihoda,Procenat,16.3
2011.0,Udio ljudi koji žive ispod 60 posto srednje vrijednosti prihoda,Procenat,17.2
2015.0,Udio ljudi koji žive ispod 60 posto srednje vrijednosti prihoda,Procenat,16.0
2004.0,Udio ljudi koji žive ispod 70 posto srednje vrijednosti prihoda,Procenat,26.1
2007.0,Udio ljudi koji žive ispod 70 posto srednje vrijednosti prihoda,Procenat,23.8
2011.0,Udio ljudi koji žive ispod 70 posto srednje vrijednosti prihoda,Procenat,25.2
2015.0,Udio ljudi koji žive ispod 70 posto srednje vrijednosti prihoda,Procenat,23.6
2004.0,Jaz siromaštva (domaćinstava),Procenat,25.0
2007.0,Jaz siromaštva (domaćinstava),Procenat,25.2
2011.0,Jaz siromaštva (domaćinstava),Procenat,26.6
2015.0,Jaz siromaštva (domaćinstava),Procenat,25.8
2004.0,Odnos S80/S20,Procenat,5.9
2007.0,Odnos S80/S20,Procenat,5.2
2011.0,Odnos S80/S20,Procenat,5.2
2015.0,Odnos S80/S20,Procenat,5.2
,,,
