Year,Value,UNIT_MEASURE,SERIES
2013.0,0.0,"Per 100,000 live births",Maternal mortality ratio
2014.0,0.0,"Per 100,000 live births",Maternal mortality ratio
2015.0,0.0,"Per 100,000 live births",Maternal mortality ratio
2016.0,0.0,"Per 100,000 live births",Maternal mortality ratio
2017.0,0.0,"Per 100,000 live births",Maternal mortality ratio
2018.0,0.0,"Per 100,000 live births",Maternal mortality ratio
2019.0,11.1,"Per 100,000 live births",Maternal mortality ratio
2020.0,5.8,"Per 100,000 live births",Maternal mortality ratio
2021.0,5.9,"Per 100,000 live births",Maternal mortality ratio
2022.0,24.2,"Per 100,000 live births",Maternal mortality ratio
,,,
