Year,SERIES,UNIT_MEASURE,Value
2013.0,Распрострањеност површинског антигена хепатитиса Б (HBsAg),На 100.000 становника,0.3
2014.0,Распрострањеност површинског антигена хепатитиса Б (HBsAg),На 100.000 становника,0.8
2015.0,Распрострањеност површинског антигена хепатитиса Б (HBsAg),На 100.000 становника,0.6
2016.0,Распрострањеност површинског антигена хепатитиса Б (HBsAg),На 100.000 становника,0.2
2017.0,Распрострањеност површинског антигена хепатитиса Б (HBsAg),На 100.000 становника,0.8
2018.0,Распрострањеност површинског антигена хепатитиса Б (HBsAg),На 100.000 становника,0.9
2019.0,Распрострањеност површинског антигена хепатитиса Б (HBsAg),На 100.000 становника,0.7
2020.0,Распрострањеност површинског антигена хепатитиса Б (HBsAg),На 100.000 становника,0.8
2021.0,Распрострањеност површинског антигена хепатитиса Б (HBsAg),На 100.000 становника,0.4
2022.0,Распрострањеност површинског антигена хепатитиса Б (HBsAg),На 100.000 становника,0.4
,,,
