Year,Value,UNIT_MEASURE,SERIES
2004.0,11.3,Postotak,Udio ljudi koji žive ispod 50 posto srednje vrijednosti prihoda
2007.0,9.9,Postotak,Udio ljudi koji žive ispod 50 posto srednje vrijednosti prihoda
2011.0,10.0,Postotak,Udio ljudi koji žive ispod 50 posto srednje vrijednosti prihoda
2015.0,9.8,Postotak,Udio ljudi koji žive ispod 50 posto srednje vrijednosti prihoda
2004.0,18.3,Postotak,SI_POV_60MI
2007.0,16.3,Postotak,SI_POV_60MI
2011.0,17.2,Postotak,SI_POV_60MI
2015.0,16.0,Postotak,SI_POV_60MI
2004.0,26.1,Postotak,SI_POV_70MI
2007.0,23.8,Postotak,SI_POV_70MI
2011.0,25.2,Postotak,SI_POV_70MI
2015.0,23.6,Postotak,SI_POV_70MI
2004.0,25.0,Postotak,SI_POV_GAP
2007.0,25.2,Postotak,SI_POV_GAP
2011.0,26.6,Postotak,SI_POV_GAP
2015.0,25.8,Postotak,SI_POV_GAP
2004.0,5.9,Postotak,SI_POV_S80S20
2007.0,5.2,Postotak,SI_POV_S80S20
2011.0,5.2,Postotak,SI_POV_S80S20
2015.0,5.2,Postotak,SI_POV_S80S20
,,,
