Year,Value,UNIT_MEASURE,SERIES
2013.0,0.3,Na 100 000 stanovnika,Rasprostranjenost površinskog antigena hepatitisa B (HBsAg)
2014.0,0.8,Na 100 000 stanovnika,Rasprostranjenost površinskog antigena hepatitisa B (HBsAg)
2015.0,0.6,Na 100 000 stanovnika,Rasprostranjenost površinskog antigena hepatitisa B (HBsAg)
2016.0,0.2,Na 100 000 stanovnika,Rasprostranjenost površinskog antigena hepatitisa B (HBsAg)
2017.0,0.8,Na 100 000 stanovnika,Rasprostranjenost površinskog antigena hepatitisa B (HBsAg)
2018.0,0.9,Na 100 000 stanovnika,Rasprostranjenost površinskog antigena hepatitisa B (HBsAg)
2019.0,0.7,Na 100 000 stanovnika,Rasprostranjenost površinskog antigena hepatitisa B (HBsAg)
2020.0,0.8,Na 100 000 stanovnika,Rasprostranjenost površinskog antigena hepatitisa B (HBsAg)
2021.0,0.4,Na 100 000 stanovnika,Rasprostranjenost površinskog antigena hepatitisa B (HBsAg)
2022.0,0.4,Na 100 000 stanovnika,Rasprostranjenost površinskog antigena hepatitisa B (HBsAg)
,,,
